date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2011-09-06,18872,151,3548466,23499.7748344371,1.05875513,49391552.2132417905903952107,46650590.67541925290759399193,1777774.48200146,0.000845131334691798,0.005786217061357465582674327449,0,0,6.63597124,45.433376365778834160258,7550,38.1994982578555,51691.3017184248975,7550,51691.3017184248975,56.84295611,15.330627285027791,1,6.84653002893045,11014.496800211768,-19.469577845532136,7214099.98999999,7852,17377,126912.82233083,868912.4491443425807009607735,184.038171306886,1260.022866322041318665300079,1.06,7.257321830666277,3198031.30279975,21895417.34807805707158302739,0.10189752276220848,0.07337606775014756,0.08414573209047464
2011-09-07,16855,136,3003281,22082.9485294118,1.10898952,51723091.97646155466905466476,46639838.49262170788117465915,1777774.48200146,0.00118975281185794,0.008522164024180325928162263624,0,0,8.10697566,58.0700256607647182395116,6800,34.3724466955262,48708.197859964968,6800,48708.197859964968,46.07234784,16.317112220771982,1,7.16297027352426,11596.723435094791,-7.875765567007925,7220899.98999999,6814,15912,156729.58572031,1122649.363496352874954359721,33.8021458333333,242.1237657854983533755742159,1,7.16297027352426,537859.7445,3852673.36117885359815157,0.10184104755238053,0.07228758617499709,0.08444236305670694
2011-09-08,15832,129,2837227,21994.007751938,1.03732633,48265544.15833018170577769708,46528795.16182533306425087894,1777774.48200146,0.000712780563446231,0.004760076903403646803635892085,0,0,4.56678507,30.4978127201071516010061,6450,32.5741800695611,43074.2610018848835,6450,43074.2610018848835,74.00314631,15.670585212943697,1,6.67818000029223,10847.836066052836,-31.872681929411605,7227349.98999999,6407,14818,97662.73935765,652209.3527520110593224860595,25.8703955233257,172.7671579835233289097814693,1,6.67818000029223,383347.52086464,2560063.746999847201222273747,0.10199682469230235,0.05815823554056292,0.08469224227874515
2011-09-09,18354,154,3886574,25237.4935064935,0.7778049,36079581.18632356018584528212,46386415.2544077689404204338,1777774.48200146,0.00109482091459977,0.005459627801795944393578466661,0,0,7.76884921,38.7415188815441813926403,7700,38.8456196416689,38398.183221770911,7700,38398.183221770911,40.50947373,11.81012468576058,1,4.98677704178843,8059.665264273971,-50.38651421294996,7235049.98999999,7096,16810,178601.43130994,890645.5172869620735752359942,23.6935299050993,118.1543509696767878482487411,1,4.98677704178843,398288.23770472,1986174.63980027062858705239,0.10443113690059502,0.07685447816858094,0.09203341675637329
2011-09-10,16167,133,2916467,21928.3233082707,0.74125214,34346272.57533359993380924828,46335478.3494889439138507353,1777774.48200146,0.000899066411596157,0.00426413412301670346899224439,0,0,5.33416102,25.2991077518581041430684,6650,33.5176823584486,31539.930256896593,6650,31539.930256896593,74.58288149,11.81850595085683,1,4.74284665517242,7673.689828438582,-49.74953249221416,7241699.98999999,5933,14504,97096.00708853,460511.4724504320929093543426,18.5057382117402,87.76987857904844868149924528,1,4.74284665517242,268407.22702308,1273014.318910519359880719454,0.1045243716320801,0.07666317901380085,0.09212902995345862
2011-09-11,15739,125,3032020,24256.16,0.95191723,42421555.28917464385165347469,44564331.73931152946911442448,1777774.48200146,0.000808473300324926,0.00473191659115674888702250373,0,0,5.22516294,30.5823769286460871489992,6250,31.4744169475154,36580.64982831675,6250,36580.64982831675,8.9859988,14.643374442099411,1,5.85290397253068,9099.661106992487,-38.08412006717516,7247949.98999999,6463,14518,806582.56856923,4720850.319752845861469878976,70.4499200165601,412.3366167293932786211053139,1,5.85290397253068,1022791.93880042,5986303.001677334359350846886,0.10556045418808654,0.08764905730166606,0.09672222079103997
2011-09-12,15899,133,2934883,22066.7894736842,0.99274325,44185080.50839477628732067762,44508064.40509868813998439198,1777774.48200146,0.000832359670133247,0.00506959433841623683219555808,0,0,5.12234141,31.1982835586135090526286,6650,33.4580818149286,40502.685990385759,6650,40502.685990385759,65.64064907,15.597988617262196,1,6.09062947223846,9803.462556485301,-39.11820864367762,7254599.98999999,6154,14062,110519.93075531,673135.9475280448891842312226,43.0554162098187,262.2345869070153045461197672,1,6.09062947223846,605445.26274247,3687542.761086445805429409396,0.10555009057353858,0.08722065372286057,0.09695476351989012
2011-09-13,14959,142,2719967,19154.6971830986,0.94859348,42136183.22279057667045742969,44419642.36173398298403068414,1764396.46269031,0.000653127695057507,0.003789788653444776117083320567,0,0,4.20222359,24.3835001962636893168182,7100,35.6872358203827,41197.915266919958,7100,41197.915266919958,50.30768191,15.489802275817341,1,5.80252327703098,9231.816141896077,-46.306842665398975,7261699.98999999,6434,14291,144345.74828312,837569.5643532584174660510576,25.0163907509314,145.1581896395819657156616548,1,5.80252327703098,357509.24022156,2074455.688139262173514183929,0.10559736057009278,0.0855656147671569,0.09705753210654397
2011-09-14,15192,146,2685677,18395.0479452055,0.9162271,40687737.58734764073397899831,44407917.77047594045285329992,1755425.32032871,0.000631563777777778,0.003535135685135171655236135593,0,0,3.89359069,21.7941114988583255860481,7300,36.6556610767034,40861.258054237277,7300,40861.258054237277,56.67876442,15.294190966211826,1,5.59743261016949,8929.573495998531,-49.711749080212115,7268999.98999999,6165,14474,128249.09053348,717865.6415766801871373195252,20.5053964764481,114.7775749217251515613341885,1,5.59743261016949,296795.10860011,1661290.619417050966543732644,0.10561371013707332,0.08507328945654599,0.09709165634211304
2011-09-15,15482,156,2873685,18421.0576923077,0.79879632,35421680.87925508965157495313,44343820.98311007331546188154,1755425.32032871,0.00116299020032051,0.005661151577350707438508132933,0,0,7.25705885,35.325585842668500088782,7800,39.124340423159,37968.490440561096,7800,37968.490440561096,54.26934718,13.714732967866317,1,4.86775518468732,7959.197325641258,-55.71533448633853,7276799.98999999,6240,13969,134086.74266193,652701.4367904442169115177276,20.9550802074179,102.004200325197123707556071,1.03056972,5.0165610977117596599504,292721.51541742,1424896.674342675480881981114,0.10612115193272102,0.08766580019841097,0.09839390578653302
2011-09-16,14476,119,2639954,22184.487394958,0.7945909,35184189.43579407001055889474,44279628.08533298251531448707,1755425.3203287,0.00080745166395311,0.003900934721606912577546975391,0,0,4.95936812,23.9595410601096492248012,5950,29.8204662110061,28745.4501981297595,5950,28745.4501981297595,32.82043644,13.927827956353823,1,4.83116810052601,7704.79499277223,-55.9359363474491,7282749.98999999,6142,13807,221896.80517423,1072020.766766374856552696722,49.4126123691229,238.7206366413635076917723366,1,4.83116810052601,682239.93898048,3296015.830107306528991122285,0.10608413527902953,0.08762220777377383,0.09822941430199202
2011-09-17,12903,134,2221008,16574.6865671642,0.78623754,34809205.82649197034413364699,44273141.64374045843656200703,1755425.32032871,0.000989883368161094,0.004726975828603043437901179294,0,0,5.21074605,24.88280076176642631105,6700,33.548484499583,31994.4137565167,6700,31994.4137565167,64.46864357,14.921424177694021,1,4.775285635301,7858.739619465655,-56.0224875599977,7289449.98999999,5264,11821,113069.6969349,539940.0995610654789389049,27.8662432762279,133.0692712267741670823610979,1.01593589,4.85138406190373685289,329406.86176829,1573011.85517169740090640529,0.10609238992056766,0.0876092859905054,0.09814590429162613
2011-09-18,14196,158,2487224,15741.9240506329,0.86238311,38214268.237954519168678418,44312403.62632338535406091768,1755425.32032871,0.000923642238143978,0.004836867121997350014482102323,0,0,5.4143908,28.353715069148470833104,7900,39.5143443024035,41370.184997779052,7900,41370.184997779052,62.40642222,16.827541285634876,1,5.23673227819988,8484.807013442427,-55.12836318808093,7297349.98999999,5862,14160,116932.67664937,612345.1221860652707735360756,20.6910805849124,108.3536495698456180697594905,1,5.23673227819988,292985.70108236,1534287.677909016130348422117,0.10619322269084253,0.08847036931782415,0.09916511418563581
2011-09-19,16499,127,3164587,24918.0078740157,0.91006394,40319175.19010537893930318007,44303672.90320206943870814886,1755425.32032871,0.000881480320551228,0.004866103416021508466130711892,0,0,5.88476262,32.4861064053596008540338,6350,31.733915730019,35054.3919941554865,6350,35054.3919941554865,59.48517842,18.10380916026927,1,5.52037669199299,8704.428535873985,-51.82804608728162,7303699.98999999,6676,15731,122781.84555245,677802.0383876281427580773255,20.6180342719566,113.8193158296218714553207842,0.6965,3.844942365973117535,324342.29713215,1790491.657315785664344903628,0.10620133817123988,0.08964627664475514,0.09955297834091678
2011-09-20,21500,140,3982230,28444.5,1.01350919,44936427.78752295331410308276,44337464.74538180019027320579,1755425.32032871,0.000826468276299113,0.005080024083520586386555502688,0,0,6.5208347,40.081390018977416939658,7000,34.9487737630443,43026.65886206898,7000,43026.65886206898,45.0715432,20.49558801782064,1,6.14666555172414,9797.73549784026,-45.865730302697436,7310699.98999999,7890,21206,162202.12289722,997002.2012288675329430128908,16.1499970103815,99.26863028415981425280415941,0.16152556,0.9928435953749506790184,342476.83660215,2105090.573805892473991730901,0.10644125190628177,0.09280097353977312,0.10076961240038991
2011-09-21,18297,146,3781527,25900.8698630137,0.92389277,40959339.89405964142978092046,44333434.8042283844965049486,1755425.32032871,0.000686607791395046,0.003842990153059473595605207853,0,0,5.26628176,29.4757344739661466945616,7300,36.4102214217139,40858.592735067193,7300,40858.592735067193,46.1264298,19.674556023319504,1,5.59706749795441,8833.8667166072,-48.74900751901766,7317999.98999999,7670,16931,158650.90842806,887979.8430836360022786447446,23.5257509062507,131.6752157623472990259326306,0.72058198,4.0331459798696347075318,398314.48859373,2229393.078072298752052551849,0.10672574632298196,0.09371031122648535,0.10128636107927214
2011-09-22,17486,148,2576616,17409.5675675676,0.90549337,40106922.25437149673212473261,44292894.29909570570788979715,1755425.32032871,0.000639181935973041,0.003499552276662704151247900039,0,0,3.79354479,20.7698427619931582536125,7400,36.8717067148166,40515.36094786675,7400,40515.36094786675,60.27474874,19.658508150570658,1,5.47504877673875,8747.58129400978,-49.849538510129,7325399.98999999,5935,16808,121533.48032514,665401.732786960697618837175,17.5101901149238,95.86914496917650347066875725,0.209977635,1.14963779364924573785625,294311.27545164,1611368.58864192288393253905,0.10670437162618429,0.09361876798893883,0.10117102743821396
2011-09-23,19216,133,2612953,19646.2631578947,0.92077591,40791283.96421988853140940362,44300989.35511399007238845084,1755425.32032871,0.000667923350708585,0.003715939076008285261527937139,0,0,4.10038145,22.812149987614844777778,6650,33.1046569964808,36996.752440590306,6650,36996.752440590306,55.13162409,20.42731150382484,1,5.56342141963764,8851.097355523074,-48.82066205139028,7332049.98999999,6139,18924,132991.72864337,739889.0317691613161941884468,17.9478413249133,99.85140486328025308039041661,0.15,0.834513212945646,339644.94923266,1889587.985632719463773253322,0.10663954390204904,0.09383189122581277,0.1012258375803073
2011-09-24,19656,129,2696489,20903.015503876,0.90381871,40052723.41579949490792952683,44314996.88611154479074429231,1755425.32032871,0.00121256881693649,0.006618066841120280544721594466,0,0,6.81584932,37.2001537139370407801952,6450,32.0808067480832,35203.388483196972,6450,35203.388483196972,69.2133323,20.608964509609258,1,5.45788968731736,8674.742262568105,-42.825936200257445,7338499.98999999,5621,18900,106027.26015804,578685.0897910813174172355744,11.7784855734037,64.28567494329635589921729823,0.08317364,0.4539525520126466663904,222613.37733733,1214999.256428301508547485049,0.10661121358301855,0.09160528202050373,0.1012253754081353
2011-09-25,19723,137,2674633,19522.8686131387,0.88996971,39232651.95435617820039188644,44083131.62463515000616097551,1755425.32032871,0.000586923275557128,0.003134848118223365813010816569,0,0,3.3184642,17.724431260434901162706,6850,34.0385414364715,36586.9109372881205,6850,36586.9109372881205,55.38361577,21.361850453013382,1,5.34115488135593,8511.98787706535,-34.27824102872477,7345349.98999999,5654,19602,132626.7685572,708380.112277751953425764196,14.9528176671085,79.8653150727017543238424284,0.08,0.4272923905084744,293105.13191066,1565519.906055095424532421214,0.10663375089461134,0.08758498277815978,0.1012075111468573
2011-09-26,17623,134,2381386,17771.5373134328,0.81318218,35832612.99183517448134878761,44064680.51775201165538612917,1755425.32032871,0.000535795193258839,0.002611372587107441384976551875,0,0,2.92490596,14.2554829530195122806784,6700,33.2628315004154,32654.634744301568,6700,32654.634744301568,63.09499979,20.11909327744576,1,4.87382608123904,7761.009808450063,-43.3045141842237,7352049.98999999,5459,16609,116523.49654827,567915.2565541255780447684608,16.6889772792468,81.33917273279880700462195507,0.2,0.974765216247808,277187.22363101,1350962.31991905489230856663,0.10690045429776833,0.08765715249008066,0.10166730433792001
2011-09-27,18461,133,2641848,19863.5187969925,0.82013287,36139736.79869786467623217481,44065709.47504184414877232994,1750953.00272281,0.00078740150694096,0.00386705304665429129604760883,0,0,4.70787361,23.1211101659460084448539,6650,32.9847663758338,32659.1993202512835,6650,32659.1993202512835,55.85796849,20.573229560593557,1,4.91115779251899,7795.6959897638935,-45.61808828612364,7358699.98999999,5979,17359,131739.48479284,646993.3973227931470219160316,24.70633403468,121.3367049189958205272185732,0.27,1.3260126039801273,428877.25250801,2106283.86068884785919305211,0.10689339835472232,0.08686570145974865,0.10168915171997384
2011-09-28,13766,147,2488702,16929.9455782313,0.79634397,35087555.38092852032385228551,44060803.52002179084909913328,1689334.4045971,0.000746819612574342,0.003557411984895563009165320012,0,0,4.39503342,20.935369531110375590619,7350,36.4204696362644,35011.1026126534575,7350,35011.1026126534575,54.92903977,20.762424044081573,1,4.76341532144945,7594.85524634729,-46.843748216803085,7366049.98999999,5885,13780,134101.19712546,638779.697012129106220697997,25.6601587730798,122.2299934505138400361765161,0.90270625,4.2999647820181775740625,353596.98789304,1684329.309748082411474366828,0.1069220805761207,0.08685178554134476,0.10167338015451778
2011-09-29,12324,125,2175288,17402.304,0.79926256,35222349.98309897684563801625,44068559.92490013001747428809,1689334.4045971,0.000627667121413642,0.002998780713387058837558702751,0,0,3.30341206,15.7825828945561009531532,6250,30.9435319112673,29860.381114845125,6250,29860.381114845125,63.4504945,21.151367721017472,1,4.77766097837522,7617.107056009077,-45.76970740274195,7372299.98999999,5263,11759,116189.79566111,555115.4528154756942935416942,26.6431720983536,127.2920436744394238005650378,1.01,4.8254375881589722,313297.06070454,1496827.141567733268557677499,0.10692339315875157,0.0869606463713354,0.10170566304867068
2011-09-30,13620,122,2463192,20190.0983606557,0.86045873,37952172.06686399960719930006,44106905.76296588824335550163,1689334.4045971,0.0006540995218509,0.003364482494278391509611390744,0,0,3.81667071,19.6317553541144067430536,6100,30.1759189393038,31376.484050964376,6100,31376.484050964376,65.46234442,23.26819404992909,1,5.14368590999416,8209.670290782165,-37.26563359533516,7378399.98999999,5835,12731,112712.12566065,579755.772646176607627641804,22.578821786236,116.1383674861312848155283818,1.01381182,5.2147295739195355389712,287450.98016057,1478557.556465934732844562271,0.10702365139588287,0.08804866625536917,0.10237125894369567
2011-10-01,13286,143,2328596,16283.8881118881,0.84362417,37179379.66114728074168765289,44071022.46886495966679645635,1689334.4045971,0.000673343433032355,0.003389658342702553348872884375,0,0,3.57949369,18.0194237498067777305461,7150,35.3358924322981,35993.6043946814335,7150,35993.6043946814335,62.35561404,23.009445907024812,1,5.03407054471069,8022.964921271321,-38.86448448755385,7385549.98999999,5316,12139,118442.42260975,596247.5109039179275285232275,34.3430513878095,172.8853434068573878241703336,1.01059036,5.0873831640445723029484,416890.30079662,2098655.183615844244634429868,0.10648775454655045,0.08797442839337893,0.10217816713006952
2011-10-02,11856,121,2113488,17466.8429752066,0.84035131,37010203.83989706065810343273,44041347.21137223341580798096,1689334.4045971,0.000642738636271939,0.003218232585148584204181519969,0,0,3.18605542,15.9527789245815237736652,6050,29.8751285646885,30292.728710198713,6050,30292.728710198713,79.64321101,23.315760843355985,1,5.00706259672706,8054.825076102704,-41.92302405621406,7391599.98999999,4957,11165,92808.91486782,464700.0462774874557045172092,28.9008627914313,144.708429096116472834792841,1,5.00706259672706,322678.13306633,1615669.61085813809341988589,0.10645238138752373,0.08721596014645046,0.09634358928582645
2011-10-03,14031,145,2637195,18187.5517241379,0.84387152,37163275.64451765221689529684,44039021.22889139764214484752,1689334.4045971,0.0014160851755892,0.007112776145977341333779707412,0,0,9.07285772,45.5715567672768038250092,7250,35.7656933655443,36415.6252372881725,7250,36415.6252372881725,60.81159246,23.658738245256732,1,5.02284486031561,8125.424837333219,-40.55561100133592,7398849.98999999,6407,13876,121668.41372004,611121.5665164561610485818244,29.1765588709758,146.5493287667766139596566722,1.01,5.0730733089187661,404853.93089366,2033518.485967791286716948033,0.10644039316991384,0.08730090517354958,0.09409617894965575
2011-10-04,13371,112,2433471,21727.4196428571,0.83346608,36702419.3285474472120471931,44035888.19543426677148727002,1689334.4045971,0.000655797883131202,0.003250662633141122839035504771,0,0,3.56885208,17.6901060495539841254928,5600,27.6050213420376,27758.111475862096,5600,27758.111475862096,49.22862848,23.870406643899308,1,4.95680562068966,7986.8715588151135,-39.576724766803096,7404449.98999999,5442,11956,150409.43082897,745550.3121377711228769074502,33.1114822177484,164.1271811663009976923003615,1.032006345,5.1154548514833923958927,395880.8813954,1962304.578024295370811151564,0.10645359185621735,0.08727292661609673,0.09337340814107743
2011-10-05,13475,145,2475744,17074.0965517241,0.82223206,36206652.00537118164315279082,44034590.51074118458741254497,1689334.4045971,0.000687570696314671,0.003358829008748919434095608963,0,0,3.88064901,18.9572309253788860250859,7250,35.7036847628799,35416.7366991525275,7250,35416.7366991525275,56.56202321,23.988743261415024,1,4.88506713091759,7856.135392373924,-35.700232749348615,7411699.98999999,5644,12783,131036.68450439,640123.0004168138810350832201,30.9049561319244,150.9727853825139087820645102,1.01221888,4.9447571799822163220992,395058.05423439,1929885.11554467722458563392,0.10646370386651799,0.08653489170560301,0.08318225950367164
2011-10-06,14660,128,2610374,20393.546875,0.79686105,35088846.55107889191000214267,44033833.04724250541192684426,1689334.4045971,0.00144215579247238,0.006821636722749673446652666006,0,0,8.35296635,39.5109198981659905380615,6400,31.4905434430522,30273.064292694336,6400,30273.064292694336,40.12991524,23.30897096230331,1,4.73016629573349,7430.912745953653,-30.911479599945224,7418099.98999999,5792,13394,184852.12204844,874381.2774083444283311102556,39.4783162855114,186.7390011060325713305227568,1.02,4.8247696216481598,528772.56832814,2501182.180814201719184307409,0.10648470926582011,0.08495718298153468,0.07874467917058475
2011-10-07,13622,138,2473042,17920.5942028986,0.72247318,31749565.45197952492096913133,43945666.49759608247201223484,1689334.4045971,0.000725586779086367,0.00310263501208350148524343069,0,0,4.06618831,17.3871666077159394669123,6900,33.9191919648744,29504.646722384577,6900,29504.646722384577,45.41173917,21.50710972016701,1,4.27603575686733,6282.142920697507,-40.30359482752016,7424999.98999999,5604,12823,163503.97773582,699148.8551884061469895287606,29.4429651680293,125.8991718466926018348376528,1.01714616,4.3493533501202983389528,377547.14234964,1614405.080590140456701953261,0.10680412564956428,0.08573141660038247,0.07895751788118231
2011-10-08,12331,119,2264396,19028.5378151261,0.67368961,29584491.89710694573291545845,43914128.20706097334547279122,1689334.4045971,0.000639415118320611,0.002545673354322200269953456186,0,0,3.35053522,13.3393283766483228853012,5950,29.2257383365865,23688.455315224987,5950,23688.455315224987,58.80943959,20.334375627689457,1,3.98125299415546,4614.158048883678,-40.38416164312365,7430949.98999999,5240,11872,126356.4155938,503056.857913567906205412148,23.9709866593927,95.43456241056777468281298914,1.008914515,4.0167439336906537605019,284583.55362031,1132999.124938260085953953393,0.10693392460684753,0.08576049232255384,0.07268190224193936
2011-10-09,12398,127,2339679,18422.6692913386,0.6969726,30579460.29286225703082016517,43874695.04905869453317533112,1689334.4045971,0.000534306756906077,0.002196874171942257518308494257,0,0,2.90128569,11.9290267536464660954046,6350,31.1638632718378,26108.879986119209,6350,26108.879986119209,58.83963107,21.331037823359935,1,4.11163464348334,4283.4058032871435,-17.549258588694265,7437299.98999999,5430,12046,126399.50072993,519708.5661201779096477943662,25.4598148507554,104.681456757037524269286315,1.023050735,4.2064108440670939472549,306688.9296922,1260992.828095275874162027948,0.10667017237789948,0.06865954228106246,0.07275470584279628
2011-10-10,13498,123,2447218,19896.081300813,0.69210157,30331779.46024070758959986072,43825618.57814506767784776181,1689334.4045971,0.00059660455402339,0.002431141175385629576470684927,0,0,3.41794749,13.9280077937842665053997,6150,30.1573867362008,25061.0192761543095,6150,25061.0192761543095,56.07897829,21.847854415942003,1,4.07496248392753,4094.669930268929,-14.081926315633961,7443449.98999999,5729,13116,132731.55497108,540876.1069405156491739658324,22.8483568934119,93.10619716004045883509403961,1,4.07496248392753,299679.04901399,1221180.881951088700469116145,0.10655500331499851,0.06816517306915756,0.07248415827099478
2011-10-11,13852,93,2741004,29473.1612903226,0.68231478,29858870.49788927167466674091,43761137.12997552935103738425,1689334.4045971,0.000903286792105703,0.003621208547703459521164411057,0,0,5.40075173,21.6512059067189915447759,4650,22.787690851073,18641.4989059760595,4650,18641.4989059760595,45.39911727,22.01559886834496,1,4.00892449590883,4119.9205220092945,-31.50537724992864,7448099.98999999,5979,13540,164058.25572286,657697.1601234484500043068538,23.7689939169077,95.28810195659924792561472499,0.98,3.9287460059906534,321832.17763493,1290200.900492352782610303432,0.10646676131771923,0.05470406724049133,0.07245592685035117
2011-10-12,13370,120,2593515,21612.625,0.71047083,31055534.8247905994697488751,43711203.32527189338365189782,1689334.4045971,0.000842229386858749,0.003508925838014409132508967498,0,0,4.79396967,19.9728058699780196652759,6000,29.3798044423604,24997.41205493862,6000,24997.41205493862,47.71922926,23.217462346351322,1,4.16623534248977,4290.1320784929085,-31.595980982264976,7454099.98999999,5692,12733,156207.46827057,650797.0750696980842198170689,24.8654825298115,103.5954521237626072766587784,1.00726907,4.1965199988308021124139,316612.18905209,1319080.891891869988796822119,0.10647752663960429,0.05466084010748246,0.07219188656615372
2011-10-13,11340,97,2034115,20970.2577319588,0.68913751,30111640.06092920899813069994,43694675.54407221399595357723,1689334.4045971,0.000782098572021586,0.003157317145771713209469346062,0,0,3.76815092,15.2119540083281088013728,4850,23.7332332616967,19579.358286528324,4850,19579.358286528324,49.34031865,22.716134616843092,1,4.03698109000584,3749.671873805477,-30.42714527340127,7458949.98999999,4818,10283,151173.52691939,610284.6694830662377323092376,27.9276007444287,112.7431960944916819416304636,1.07048193,4.3215153086029553144712,287179.51845496,1159338.285439656665094176966,0.10644069270780818,0.05436491540462805,0.07120658886833747
2011-10-14,14662,139,2644558,19025.5971223022,0.68173462,29761174.42279672983172004553,43655072.45846087969527491944,1471377.28301042,0.000564866740331492,0.002251717489808242691400033388,0,0,3.37394904,13.4495085666246267552744,6950,33.9778191965843,27704.6521538574145,6950,27704.6521538574145,55.07988159,22.75488194295497,1,3.98628088544711,3808.1185151442264,-28.7837627878756,7465899.98999999,5973,12912,135546.76905324,540327.4945610444752287941364,27.7590260174497,110.6552748119887536816464354,1.14,4.5443602094097054,358424.54393731,1428780.908372396689159160674,0.10640769835302065,0.05417789813150801,0.07095312134616083
2011-10-15,13000,134,2318650,17303.3582089552,0.65700741,28674896.08875117426570499509,43644706.98304036672898299719,1468195.42722083,0.000617027343376814,0.002367742817617132376105253065,0,0,3.35847983,12.8876241562900568877402,6700,32.726226524538,25710.168355289298,6700,25710.168355289298,63.24423913,22.14065048650332,1,3.83733856049094,3554.608152848514,-21.168209679849976,7472599.98999999,5443,12110,118154.63498708,453399.3369366540223053570552,23.8095950966193,91.36547737393324814694227914,1.034586385,3.9700582293194254398519,288334.19662006,1106435.930998332698002252256,0.10642148594671497,0.048784556008785715,0.07100180952611441
2011-10-16,11949,119,2137020,17958.1512605042,0.61884987,26995633.8781329880936825346,43622266.04485505124749105688,1468195.42722083,0.000663985335813185,0.002396815565855694678224654296,0,0,3.21302504,11.5981905231756985523512,5950,29.0397203054599,21477.9632134131785,5950,21477.9632134131785,64.18987865,21.637063150568434,1,3.60974171654003,3474.001699544584,-25.282216610367847,7478549.98999999,4839,10665,116506.68528513,420559.0421295342207376087539,23.7706825123207,85.80602429535259643744974762,1.13,4.0790081396902339,253514.3289939,915121.249109934482618975817,0.10652599569720517,0.04974206431127695,0.07119482677557552
2011-10-17,14480,118,2771007,23483.1101694915,0.44588055,19319212.001164415103531582,43328223.63830864513705472298,1468195.42722083,0.000785716790036836,0.00202812888854589611225902922,0,0,4.47937142,11.5623627936001484805704,5900,28.7729893696571,15229.355658620708,5900,15229.355658620708,35.01861752,15.78993721977096,1,2.58124672180012,2430.63404098051,-45.94571049910784,7484449.98999999,5701,13184,213727.7402974,551684.029000411154392155688,37.3650071957577,96.44830233408745779297135092,1.09126899,2.8168345030396279342788,492620.25486887,1271574.417972610290800950264,0.10948208495174758,0.07752728533436895,0.08209126196479402
2011-10-18,12586,120,2152816,17940.1333333333,0.41992353,18143927.78826390436460441835,43207695.26231710855265552969,1468195.42722083,0.000594658097174222,0.00144042528663027868298009127,0,0,2.92512318,7.0854519849343456425276,6000,29.237228776959,14533.64842898892,6000,14533.64842898892,48.60979153,15.242676210890387,1,2.42227473816482,2265.5026739890823,-53.74453744277579,7490449.98999999,4919,11684,154093.43992054,373256.6468364424500862234028,28.4879578653115,69.00566067904783816624764143,1.016931295,2.4632869863277363260419,332853.2996983,806262.139373995992401673806,0.10953201542583321,0.07488756217767564,0.08126487548452757
2011-10-19,12283,133,2125648,15982.3157894737,0.38682853,16622980.28690945909811976967,42972477.65879382678566468071,1468195.42722083,0.000641576061672185,0.001422537546512001750872205482,0,0,3.10009553,6.8737014247459970721043,6650,32.3758520392897,14744.7438416715115,6650,14744.7438416715115,44.36924504,14.163294710748652,1,2.21725471303331,2173.0608137325385,-59.835083061463564,7497099.98999999,4832,10981,168970.64585159,374650.9608787202382569864629,27.3464278461124,60.63399602641806713929520404,1.0395,2.304836274198125745,300291.12417816,665821.9103660962090144545096,0.10918655254201567,0.0742209458031661,0.08165259802911241
2011-10-20,11014,115,1872867,16285.8,0.41178781,17677641.24199724390701911525,42929005.2475574550486815309,1468195.42722083,0.00131191107678729,0.003091024529046733843435032088,0,0,5.945581,14.00852316563980183098,5750,27.9727037432079,13547.710173728835,5750,13547.710173728835,60.7330275,15.334323243717632,1,2.35612350847458,2279.9227358329085,-61.668265685714964,7502849.98999999,4532,10396,123538.21797435,291071.299564422943506067023,29.5205034343122,69.55395212358754875105348388,1.025969995,2.4173120242090473002271,306895.15370311,723082.8862768170257543019438,0.10750546058376848,0.07167502561243516,0.08241240828096091
2011-10-21,11937,121,1963347,16226.0082644628,0.4496029,19298566.08394993052322944915,42923579.71884833000301752334,1468195.42722083,0.000525613740667976,0.001350875830337576442046290966,0,0,2.67537394,6.875957976418269641415,6050,29.408435362581,15549.0584457627375,6050,15549.0584457627375,38.29777036,16.896680773177483,1,2.57009230508475,2301.9554253128504,-54.08144879396121,7508899.98999999,5090,11213,196066.24404434,503908.345105226926986457815,47.9446431600803,123.2221584557565707199083054,1.163,2.98901735081356425,537603.28375398,1381690.062764397389422049805,0.10734411917872536,0.07386419542681139,0.0836751068550638
2011-10-22,12833,98,2264149,23103.5612244898,0.55278915,23709691.71602279582198371485,42891022.23800710686983878176,1468195.42722083,0.000553116746671667,0.001745352227103229007593823622,0,0,2.94977161,9.3079634271415199472389,4900,23.8028694186735,15461.882078725901,4900,15461.882078725901,31.82086561,20.984331743310356,1,3.15548613851549,2978.5230619663316,-42.36606344181144,7513799.98999999,5333,12014,236128.08284844,745098.8923424896403522623356,50.8382003326344,160.4192364567014221114169069,1.139838655,3.59674507599663981826595,610770.13879627,1927276.706790811889953349222,0.10834737064074891,0.08507861260544626,0.08872017355516128
